Country,Measure Names,month_year,Latitude (generated),Longitude (generated),Value
Congo (Brazzaville),No Measure Value,2015-12,0.509,16.08,223.709677
Colombia,No Measure Value,2015-12,3.794,-73.606,998.740203
Chad,No Measure Value,2015-12,15.981,18.781,136.580645
Brazil,No Measure Value,2015-12,-11.694,-48.978,2532.363742
Argentina,No Measure Value,2015-12,-33.166,-64.31,282.578477
Angola,No Measure Value,2015-12,-12.836,17.808,1810.451613
Algeria,No Measure Value,2015-12,28.6045,2.64,1161.27
United States,No Measure Value,2016-01,40.0792,-98.8164,9201
United Kingdom,No Measure Value,2016-01,52.289,-1.259,1020.941355
Sudan,No Measure Value,2016-01,15.739,29.533,111
South Sudan,No Measure Value,2016-01,7.1,30.48,127
Saudi Arabia,No Measure Value,2016-01,24.191,44.32,10230
Papua New Guinea,No Measure Value,2016-01,-5.636,142.798,41.6311
Oman,No Measure Value,2016-01,19.85,56.25,1006.409677
Norway,No Measure Value,2016-01,61.3701,9.3031,1620
Nigeria,No Measure Value,2016-01,9.3417,7.678,2168.501792
Mexico,No Measure Value,2016-01,22.925,-101.68,2258.882202
Kuwait,No Measure Value,2016-01,29.3169,47.4272,3000
Kazakhstan,No Measure Value,2016-01,48.866,69.772,1619.08
Iraq,No Measure Value,2016-01,33.545,43.278,4525.960414
Iran,No Measure Value,2016-01,33.408,54.0418,3011.180933
Indonesia,No Measure Value,2016-01,-0.739,114.045,782.9999
Ghana,No Measure Value,2016-01,7.258,-1.062,126.935484
Gabon,No Measure Value,2016-01,-0.406,11.914,248.645161
Egypt,No Measure Value,2016-01,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-01,0.509,16.08,224.677419
Colombia,No Measure Value,2016-01,3.794,-73.606,985.670957
Chad,No Measure Value,2016-01,15.981,18.781,136.580645
Brazil,No Measure Value,2016-01,-11.694,-48.978,2353.031903
Argentina,No Measure Value,2016-01,-33.166,-64.31,500.899275
Angola,No Measure Value,2016-01,-12.836,17.808,1644.483871
Algeria,No Measure Value,2016-01,28.6045,2.64,1153.35
United States,No Measure Value,2016-02,40.0792,-98.8164,9060
United Kingdom,No Measure Value,2016-02,52.289,-1.259,996.306881
Sudan,No Measure Value,2016-02,15.739,29.533,113
South Sudan,No Measure Value,2016-02,7.1,30.48,120
Saudi Arabia,No Measure Value,2016-02,24.191,44.32,10220
Papua New Guinea,No Measure Value,2016-02,-5.636,142.798,41.6311
Oman,No Measure Value,2016-02,19.85,56.25,1013.713793
Norway,No Measure Value,2016-02,61.3701,9.3031,1621
Nigeria,No Measure Value,2016-02,9.3417,7.678,2028.758621
Mexico,No Measure Value,2016-02,22.925,-101.68,2214.463684
Kuwait,No Measure Value,2016-02,29.3169,47.4272,3000
Kazakhstan,No Measure Value,2016-02,48.866,69.772,1622.78
Iraq,No Measure Value,2016-02,33.545,43.278,4222.632
Iran,No Measure Value,2016-02,33.408,54.0418,3270.467836
Indonesia,No Measure Value,2016-02,-0.739,114.045,806
Ghana,No Measure Value,2016-02,7.258,-1.062,166.034483
Gabon,No Measure Value,2016-02,-0.406,11.914,188.689655
Egypt,No Measure Value,2016-02,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-02,0.509,16.08,206.37931
Colombia,No Measure Value,2016-02,3.794,-73.606,954.95223
Chad,No Measure Value,2016-02,15.981,18.781,145.034483
Brazil,No Measure Value,2016-02,-11.694,-48.978,2335.021172
Argentina,No Measure Value,2016-02,-33.166,-64.31,494.478966
Angola,No Measure Value,2016-02,-12.836,17.808,1770.586207
Algeria,No Measure Value,2016-02,28.6045,2.64,1119.69
United States,No Measure Value,2016-03,40.0792,-98.8164,9100
United Kingdom,No Measure Value,2016-03,52.289,-1.259,1008.002511
Sudan,No Measure Value,2016-03,15.739,29.533,116
South Sudan,No Measure Value,2016-03,7.1,30.48,130
Saudi Arabia,No Measure Value,2016-03,24.191,44.32,10224
Papua New Guinea,No Measure Value,2016-03,-5.636,142.798,41.6311
Oman,No Measure Value,2016-03,19.85,56.25,976.251613
Norway,No Measure Value,2016-03,61.3701,9.3031,1607
Nigeria,No Measure Value,2016-03,9.3417,7.678,1984.709677
Mexico,No Measure Value,2016-03,22.925,-101.68,2216.759552
Kuwait,No Measure Value,2016-03,29.3169,47.4272,3000
Kazakhstan,No Measure Value,2016-03,48.866,69.772,1612.15
Iraq,No Measure Value,2016-03,33.545,43.278,4256.096276
Iran,No Measure Value,2016-03,33.408,54.0418,3373.457677
Indonesia,No Measure Value,2016-03,-0.739,114.045,812
Ghana,No Measure Value,2016-03,7.258,-1.062,96.290323
Gabon,No Measure Value,2016-03,-0.406,11.914,240.580645
Egypt,No Measure Value,2016-03,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-03,0.509,16.08,194.032258
Colombia,No Measure Value,2016-03,3.794,-73.606,917.210179
Chad,No Measure Value,2016-03,15.981,18.781,136.580645
Brazil,No Measure Value,2016-03,-11.694,-48.978,2264.225774
Argentina,No Measure Value,2016-03,-33.166,-64.31,497.887994
Angola,No Measure Value,2016-03,-12.836,17.808,1860.516129
Algeria,No Measure Value,2016-03,28.6045,2.64,1113.75
United States,No Measure Value,2016-04,40.0792,-98.8164,8873
United Kingdom,No Measure Value,2016-04,52.289,-1.259,1007.172547
Sudan,No Measure Value,2016-04,15.739,29.533,113
South Sudan,No Measure Value,2016-04,7.1,30.48,133
Saudi Arabia,No Measure Value,2016-04,24.191,44.32,10262
Papua New Guinea,No Measure Value,2016-04,-5.636,142.798,37.3881
Oman,No Measure Value,2016-04,19.85,56.25,994.303333
Norway,No Measure Value,2016-04,61.3701,9.3031,1630
Nigeria,No Measure Value,2016-04,9.3417,7.678,1809.166667
Mexico,No Measure Value,2016-04,22.925,-101.68,2176.584869
Kuwait,No Measure Value,2016-04,29.3169,47.4272,2900
Kazakhstan,No Measure Value,2016-04,48.866,69.772,1498.46
Iraq,No Measure Value,2016-04,33.545,43.278,4329
Iran,No Measure Value,2016-04,33.408,54.0418,3500.169104
Indonesia,No Measure Value,2016-04,-0.739,114.045,786
Ghana,No Measure Value,2016-04,7.258,-1.062,35
Gabon,No Measure Value,2016-04,-0.406,11.914,228.833333
Egypt,No Measure Value,2016-04,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-04,0.509,16.08,169.333333
Colombia,No Measure Value,2016-04,3.794,-73.606,915.087355
Chad,No Measure Value,2016-04,15.981,18.781,140.666667
Brazil,No Measure Value,2016-04,-11.694,-48.978,2290.138867
Argentina,No Measure Value,2016-04,-33.166,-64.31,495.336943
Angola,No Measure Value,2016-04,-12.836,17.808,1696.833333
Algeria,No Measure Value,2016-04,28.6045,2.64,1108.8
United States,No Measure Value,2016-05,40.0792,-98.8164,8834
United Kingdom,No Measure Value,2016-05,52.289,-1.259,1017.678074
Sudan,No Measure Value,2016-05,15.739,29.533,118
South Sudan,No Measure Value,2016-05,7.1,30.48,140
Saudi Arabia,No Measure Value,2016-05,24.191,44.32,10270
Papua New Guinea,No Measure Value,2016-05,-5.636,142.798,37.3881
Oman,No Measure Value,2016-05,19.85,56.25,999.83871
Norway,No Measure Value,2016-05,61.3701,9.3031,1563
Nigeria,No Measure Value,2016-05,9.3417,7.678,1620.225806
Mexico,No Measure Value,2016-05,22.925,-101.68,2174.47757
Kuwait,No Measure Value,2016-05,29.3169,47.4272,2950
Kazakhstan,No Measure Value,2016-05,48.866,69.772,1458.17
Iraq,No Measure Value,2016-05,33.545,43.278,4222
Iran,No Measure Value,2016-05,33.408,54.0418,3600.232308
Indonesia,No Measure Value,2016-05,-0.739,114.045,806.5159
Ghana,No Measure Value,2016-05,7.258,-1.062,96.290323
Gabon,No Measure Value,2016-05,-0.406,11.914,253.483871
Egypt,No Measure Value,2016-05,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-05,0.509,16.08,224.677419
Colombia,No Measure Value,2016-05,3.794,-73.606,904.157914
Chad,No Measure Value,2016-05,15.981,18.781,136.580645
Brazil,No Measure Value,2016-05,-11.694,-48.978,2487.109161
Argentina,No Measure Value,2016-05,-33.166,-64.31,293.711757
Angola,No Measure Value,2016-05,-12.836,17.808,1757.064516
Algeria,No Measure Value,2016-05,28.6045,2.64,1141.8165
United States,No Measure Value,2016-06,40.0792,-98.8164,8675
United Kingdom,No Measure Value,2016-06,52.289,-1.259,925.336328
Sudan,No Measure Value,2016-06,15.739,29.533,120
South Sudan,No Measure Value,2016-06,7.1,30.48,143
Saudi Arabia,No Measure Value,2016-06,24.191,44.32,10550
Papua New Guinea,No Measure Value,2016-06,-5.636,142.798,37.3881
Oman,No Measure Value,2016-06,19.85,56.25,1012.323333
Norway,No Measure Value,2016-06,61.3701,9.3031,1445
Nigeria,No Measure Value,2016-06,9.3417,7.678,1707
Mexico,No Measure Value,2016-06,22.925,-101.68,2177.960022
Kuwait,No Measure Value,2016-06,29.3169,47.4272,2950
Kazakhstan,No Measure Value,2016-06,48.866,69.772,1566.96
Iraq,No Measure Value,2016-06,33.545,43.278,4285.705587
Iran,No Measure Value,2016-06,33.408,54.0418,3610
Indonesia,No Measure Value,2016-06,-0.739,114.045,806
Ghana,No Measure Value,2016-06,7.258,-1.062,130
Gabon,No Measure Value,2016-06,-0.406,11.914,264
Egypt,No Measure Value,2016-06,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-06,0.509,16.08,231.666667
Colombia,No Measure Value,2016-06,3.794,-73.606,888.251703
Chad,No Measure Value,2016-06,15.981,18.781,109
Brazil,No Measure Value,2016-06,-11.694,-48.978,2558.457233
Argentina,No Measure Value,2016-06,-33.166,-64.31,256.853943
Angola,No Measure Value,2016-06,-12.836,17.808,1797.666667
Algeria,No Measure Value,2016-06,28.6045,2.64,1166.319
United States,No Measure Value,2016-07,40.0792,-98.8164,8661
United Kingdom,No Measure Value,2016-07,52.289,-1.259,989.336931
Sudan,No Measure Value,2016-07,15.739,29.533,118
South Sudan,No Measure Value,2016-07,7.1,30.48,130
Saudi Arabia,No Measure Value,2016-07,24.191,44.32,10673
Papua New Guinea,No Measure Value,2016-07,-5.636,142.798,36.7274
Oman,No Measure Value,2016-07,19.85,56.25,1011.125806
Norway,No Measure Value,2016-07,61.3701,9.3031,1741
Nigeria,No Measure Value,2016-07,9.3417,7.678,1466.935484
Mexico,No Measure Value,2016-07,22.925,-101.68,2157.351685
Kuwait,No Measure Value,2016-07,29.3169,47.4272,2950
Kazakhstan,No Measure Value,2016-07,48.866,69.772,1565.84
Iraq,No Measure Value,2016-07,33.545,43.278,4334.376752
Iran,No Measure Value,2016-07,33.408,54.0418,3649.898786
Indonesia,No Measure Value,2016-07,-0.739,114.045,803
Ghana,No Measure Value,2016-07,7.258,-1.062,126.935484
Gabon,No Measure Value,2016-07,-0.406,11.914,224.451613
Egypt,No Measure Value,2016-07,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-07,0.509,16.08,194.032258
Colombia,No Measure Value,2016-07,3.794,-73.606,842.545945
Chad,No Measure Value,2016-07,15.981,18.781,136.580645
Brazil,No Measure Value,2016-07,-11.694,-48.978,2583.50071
Argentina,No Measure Value,2016-07,-33.166,-64.31,260.424846
Angola,No Measure Value,2016-07,-12.836,17.808,1694.290323
Algeria,No Measure Value,2016-07,28.6045,2.64,1179.0603
United States,No Measure Value,2016-08,40.0792,-98.8164,8689
United Kingdom,No Measure Value,2016-08,52.289,-1.259,826.231094
Sudan,No Measure Value,2016-08,15.739,29.533,118
South Sudan,No Measure Value,2016-08,7.1,30.48,132
Saudi Arabia,No Measure Value,2016-08,24.191,44.32,10630
Papua New Guinea,No Measure Value,2016-08,-5.636,142.798,36.7274
Oman,No Measure Value,2016-08,19.85,56.25,1012.670968
Norway,No Measure Value,2016-08,61.3701,9.3031,1566
Nigeria,No Measure Value,2016-08,9.3417,7.678,1585.032258
Mexico,No Measure Value,2016-08,22.925,-101.68,2143.615082
Kuwait,No Measure Value,2016-08,29.3169,47.4272,2987
Kazakhstan,No Measure Value,2016-08,48.866,69.772,1267.1
Iraq,No Measure Value,2016-08,33.545,43.278,4413.85487
Iran,No Measure Value,2016-08,33.408,54.0418,3680.061661
Indonesia,No Measure Value,2016-08,-0.739,114.045,805
Ghana,No Measure Value,2016-08,7.258,-1.062,126.935484
Gabon,No Measure Value,2016-08,-0.406,11.914,244.774194
Egypt,No Measure Value,2016-08,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-08,0.509,16.08,194.032258
Colombia,No Measure Value,2016-08,3.794,-73.606,827.13219
Chad,No Measure Value,2016-08,15.981,18.781,136.580645
Brazil,No Measure Value,2016-08,-11.694,-48.978,2608.74229
Argentina,No Measure Value,2016-08,-33.166,-64.31,259.544976
Angola,No Measure Value,2016-08,-12.836,17.808,1765.526882
Algeria,No Measure Value,2016-08,28.6045,2.64,1178.0802
United States,No Measure Value,2016-09,40.0792,-98.8164,8543
United Kingdom,No Measure Value,2016-09,52.289,-1.259,853.955031
Sudan,No Measure Value,2016-09,15.739,29.533,119
South Sudan,No Measure Value,2016-09,7.1,30.48,133
Saudi Arabia,No Measure Value,2016-09,24.191,44.32,10650
Papua New Guinea,No Measure Value,2016-09,-5.636,142.798,36.7274
Oman,No Measure Value,2016-09,19.85,56.25,1003.36
Norway,No Measure Value,2016-09,61.3701,9.3031,1395
Nigeria,No Measure Value,2016-09,9.3417,7.678,1612.833333
Mexico,No Measure Value,2016-09,22.925,-101.68,2113.386597
Kuwait,No Measure Value,2016-09,29.3169,47.4272,2970.043478
Kazakhstan,No Measure Value,2016-09,48.866,69.772,1494.7
Iraq,No Measure Value,2016-09,33.545,43.278,4479.586407
Iran,No Measure Value,2016-09,33.408,54.0418,3706.836347
Indonesia,No Measure Value,2016-09,-0.739,114.045,800
Ghana,No Measure Value,2016-09,7.258,-1.062,98.333333
Gabon,No Measure Value,2016-09,-0.406,11.914,228
Egypt,No Measure Value,2016-09,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-09,0.509,16.08,200
Colombia,No Measure Value,2016-09,3.794,-73.606,858.625534
Chad,No Measure Value,2016-09,15.981,18.781,109
Brazil,No Measure Value,2016-09,-11.694,-48.978,2671.385067
Argentina,No Measure Value,2016-09,-33.166,-64.31,262.136027
Angola,No Measure Value,2016-09,-12.836,17.808,1745.166667
Algeria,No Measure Value,2016-09,28.6045,2.64,1159.4583
United States,No Measure Value,2016-10,40.0792,-98.8164,8803
United Kingdom,No Measure Value,2016-10,52.289,-1.259,766.155
Sudan,No Measure Value,2016-10,15.739,29.533,117
South Sudan,No Measure Value,2016-10,7.1,30.48,125
Saudi Arabia,No Measure Value,2016-10,24.191,44.32,10625
Papua New Guinea,No Measure Value,2016-10,-5.636,142.798,36.1304
Oman,No Measure Value,2016-10,19.85,56.25,1011.893548
Norway,No Measure Value,2016-10,61.3701,9.3031,1728
Nigeria,No Measure Value,2016-10,9.3417,7.678,1748.580645
Mexico,No Measure Value,2016-10,22.925,-101.68,2103.134949
Kuwait,No Measure Value,2016-10,29.3169,47.4272,3000
Kazakhstan,No Measure Value,2016-10,48.866,69.772,1647.98
Iraq,No Measure Value,2016-10,33.545,43.278,4510.565
Iran,No Measure Value,2016-10,33.408,54.0418,3576.544779
Indonesia,No Measure Value,2016-10,-0.739,114.045,804
Ghana,No Measure Value,2016-10,7.258,-1.062,188.225806
Gabon,No Measure Value,2016-10,-0.406,11.914,208.322581
Egypt,No Measure Value,2016-10,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-10,0.509,16.08,223.709677
Colombia,No Measure Value,2016-10,3.794,-73.606,846.628386
Chad,No Measure Value,2016-10,15.981,18.781,136.580645
Brazil,No Measure Value,2016-10,-11.694,-48.978,2623.877839
Argentina,No Measure Value,2016-10,-33.166,-64.31,261.293395
Angola,No Measure Value,2016-10,-12.836,17.808,1454.709677
Algeria,No Measure Value,2016-10,28.6045,2.64,1151.6175
United States,No Measure Value,2016-11,40.0792,-98.8164,8902
United Kingdom,No Measure Value,2016-11,52.289,-1.259,989.55383
Sudan,No Measure Value,2016-11,15.739,29.533,117
South Sudan,No Measure Value,2016-11,7.1,30.48,130
Saudi Arabia,No Measure Value,2016-11,24.191,44.32,10720
Papua New Guinea,No Measure Value,2016-11,-5.636,142.798,36.1304
Oman,No Measure Value,2016-11,19.85,56.25,1014.943333
Norway,No Measure Value,2016-11,61.3701,9.3031,1753
Nigeria,No Measure Value,2016-11,9.3417,7.678,1858.333333
Mexico,No Measure Value,2016-11,22.925,-101.68,2071.982025
Kuwait,No Measure Value,2016-11,29.3169,47.4272,2900
Kazakhstan,No Measure Value,2016-11,48.866,69.772,1696.34
Iraq,No Measure Value,2016-11,33.545,43.278,4633.017
Iran,No Measure Value,2016-11,33.408,54.0418,3587.064649
Indonesia,No Measure Value,2016-11,-0.739,114.045,786
Ghana,No Measure Value,2016-11,7.258,-1.062,130
Gabon,No Measure Value,2016-11,-0.406,11.914,245
Egypt,No Measure Value,2016-11,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-11,0.509,16.08,231.666667
Colombia,No Measure Value,2016-11,3.794,-73.606,855.404872
Chad,No Measure Value,2016-11,15.981,18.781,109
Brazil,No Measure Value,2016-11,-11.694,-48.978,2608.525033
Argentina,No Measure Value,2016-11,-33.166,-64.31,255.098118
Angola,No Measure Value,2016-11,-12.836,17.808,1703.666667
Algeria,No Measure Value,2016-11,28.6045,2.64,1151.6175
United States,No Measure Value,2016-12,40.0792,-98.8164,8815
United Kingdom,No Measure Value,2016-12,52.289,-1.259,966.567828
Sudan,No Measure Value,2016-12,15.739,29.533,115
South Sudan,No Measure Value,2016-12,7.1,30.48,132
Saudi Arabia,No Measure Value,2016-12,24.191,44.32,10465
Papua New Guinea,No Measure Value,2016-12,-5.636,142.798,36.1304
Oman,No Measure Value,2016-12,19.85,56.25,965.617
Norway,No Measure Value,2016-12,61.3701,9.3031,1684
Nigeria,No Measure Value,2016-12,9.3417,7.678,1540.935484
Mexico,No Measure Value,2016-12,22.925,-101.68,2035.253662
Kuwait,No Measure Value,2016-12,29.3169,47.4272,2844
Kazakhstan,No Measure Value,2016-12,48.866,69.772,1705.03
Iraq,No Measure Value,2016-12,33.545,43.278,4766.881
Iran,No Measure Value,2016-12,33.408,54.0418,4010
Indonesia,No Measure Value,2016-12,-0.739,114.045,769
Ghana,No Measure Value,2016-12,7.258,-1.062,188.225806
Gabon,No Measure Value,2016-12,-0.406,11.914,201.225806
Egypt,No Measure Value,2016-12,26.16,28.742,634.4303
Congo (Brazzaville),No Measure Value,2016-12,0.509,16.08,194.032258
Colombia,No Measure Value,2016-12,3.794,-73.606,837.713256
Chad,No Measure Value,2016-12,15.981,18.781,136.580645
Brazil,No Measure Value,2016-12,-11.694,-48.978,2729.841935
Argentina,No Measure Value,2016-12,-33.166,-64.31,253.068705
Angola,No Measure Value,2016-12,-12.836,17.808,1705.129032
Algeria,No Measure Value,2016-12,28.6045,2.64,1149.6573
United States,No Measure Value,2017-01,40.0792,-98.8164,8874
United Kingdom,No Measure Value,2017-01,52.289,-1.259,962.247812
Sudan,No Measure Value,2017-01,15.739,29.533,105
South Sudan,No Measure Value,2017-01,7.1,30.48,135
Saudi Arabia,No Measure Value,2017-01,24.191,44.32,9748
Papua New Guinea,No Measure Value,2017-01,-5.636,142.798,53.619
Oman,No Measure Value,2017-01,19.85,56.25,975.617
Norway,No Measure Value,2017-01,61.3701,9.3031,1617
Nigeria,No Measure Value,2017-01,9.3417,7.678,1714.225806
Mexico,No Measure Value,2017-01,22.925,-101.68,2019.788498
Kuwait,No Measure Value,2017-01,29.3169,47.4272,2710
Kazakhstan,No Measure Value,2017-01,48.866,69.772,1679.99
Iraq,No Measure Value,2017-01,33.545,43.278,4538
Iran,No Measure Value,2017-01,33.408,54.0418,3920
Indonesia,No Measure Value,2017-01,-0.739,114.045,782
Ghana,No Measure Value,2017-01,7.258,-1.062,126.935484
Gabon,No Measure Value,2017-01,-0.406,11.914,185.096774
Egypt,No Measure Value,2017-01,26.16,28.742,625.774194
Congo (Brazzaville),No Measure Value,2017-01,0.509,16.08,164.354839
Colombia,No Measure Value,2017-01,3.794,-73.606,860.477597
Chad,No Measure Value,2017-01,15.981,18.781,105.935484
Brazil,No Measure Value,2017-01,-11.694,-48.978,2686.561194
Argentina,No Measure Value,2017-01,-33.166,-64.31,473.563847
Angola,No Measure Value,2017-01,-12.836,17.808,1589.225806
Algeria,No Measure Value,2017-01,28.6045,2.64,1066.84875
United States,No Measure Value,2017-02,40.0792,-98.8164,9094
United Kingdom,No Measure Value,2017-02,52.289,-1.259,963.54436
Sudan,No Measure Value,2017-02,15.739,29.533,103
South Sudan,No Measure Value,2017-02,7.1,30.48,135
Saudi Arabia,No Measure Value,2017-02,24.191,44.32,10011
Papua New Guinea,No Measure Value,2017-02,-5.636,142.798,53.619
Oman,No Measure Value,2017-02,19.85,56.25,980
Norway,No Measure Value,2017-02,61.3701,9.3031,1668
Nigeria,No Measure Value,2017-02,9.3417,7.678,1805.035714
Mexico,No Measure Value,2017-02,22.925,-101.68,2015.935959
Kuwait,No Measure Value,2017-02,29.3169,47.4272,2709
Kazakhstan,No Measure Value,2017-02,48.866,69.772,1723.97
Iraq,No Measure Value,2017-02,33.545,43.278,4473
Iran,No Measure Value,2017-02,33.408,54.0418,4002
Indonesia,No Measure Value,2017-02,-0.739,114.045,767
Ghana,No Measure Value,2017-02,7.258,-1.062,170.714286
Gabon,No Measure Value,2017-02,-0.406,11.914,229.785714
Egypt,No Measure Value,2017-02,26.16,28.742,619.964286
Congo (Brazzaville),No Measure Value,2017-02,0.509,16.08,213.214286
Colombia,No Measure Value,2017-02,3.794,-73.606,864.513854
Chad,No Measure Value,2017-02,15.981,18.781,115.785714
Brazil,No Measure Value,2017-02,-11.694,-48.978,2675.500464
Argentina,No Measure Value,2017-02,-33.166,-64.31,463.689351
Angola,No Measure Value,2017-02,-12.836,17.808,1622.678571
Algeria,No Measure Value,2017-02,28.6045,2.64,1035.71325
United States,No Measure Value,2017-03,40.0792,-98.8164,9164
United Kingdom,No Measure Value,2017-03,52.289,-1.259,944.070519
Sudan,No Measure Value,2017-03,15.739,29.533,100
South Sudan,No Measure Value,2017-03,7.1,30.48,138
Saudi Arabia,No Measure Value,2017-03,24.191,44.32,9900
Papua New Guinea,No Measure Value,2017-03,-5.636,142.798,53.619
Oman,No Measure Value,2017-03,19.85,56.25,978
Norway,No Measure Value,2017-03,61.3701,9.3031,1712
Nigeria,No Measure Value,2017-03,9.3417,7.678,1677
Mexico,No Measure Value,2017-03,22.925,-101.68,2017.624405
Kuwait,No Measure Value,2017-03,29.3169,47.4272,2700
Kazakhstan,No Measure Value,2017-03,48.866,69.772,1761.17
Iraq,No Measure Value,2017-03,33.545,43.278,4420
Iran,No Measure Value,2017-03,33.408,54.0418,3800
Indonesia,No Measure Value,2017-03,-0.739,114.045,775
Ghana,No Measure Value,2017-03,7.258,-1.062,188.225806
Gabon,No Measure Value,2017-03,-0.406,11.914,177.032258
Egypt,No Measure Value,2017-03,26.16,28.742,610.548387
Congo (Brazzaville),No Measure Value,2017-03,0.509,16.08,194.032258
Colombia,No Measure Value,2017-03,3.794,-73.606,804.309223
Chad,No Measure Value,2017-03,15.981,18.781,105.935484
Brazil,No Measure Value,2017-03,-11.694,-48.978,2549.966806
Argentina,No Measure Value,2017-03,-33.166,-64.31,462.099659
Angola,No Measure Value,2017-03,-12.836,17.808,1536.258065
Algeria,No Measure Value,2017-03,28.6045,2.64,1030.21875
United States,No Measure Value,2017-04,40.0792,-98.8164,9101
United Kingdom,No Measure Value,2017-04,52.289,-1.259,927.143415
Sudan,No Measure Value,2017-04,15.739,29.533,99
South Sudan,No Measure Value,2017-04,7.1,30.48,140
Saudi Arabia,No Measure Value,2017-04,24.191,44.32,9946
Papua New Guinea,No Measure Value,2017-04,-5.636,142.798,46.6538
Oman,No Measure Value,2017-04,19.85,56.25,986.242
Norway,No Measure Value,2017-04,61.3701,9.3031,1703
Nigeria,No Measure Value,2017-04,9.3417,7.678,1668.166667
Mexico,No Measure Value,2017-04,22.925,-101.68,2011.610001
Kuwait,No Measure Value,2017-04,29.3169,47.4272,2710
Kazakhstan,No Measure Value,2017-04,48.866,69.772,1739.95
Iraq,No Measure Value,2017-04,33.545,43.278,4396
Iran,No Measure Value,2017-04,33.408,54.0418,3843
Indonesia,No Measure Value,2017-04,-0.739,114.045,770
Ghana,No Measure Value,2017-04,7.258,-1.062,161.666667
Gabon,No Measure Value,2017-04,-0.406,11.914,212.333333
Egypt,No Measure Value,2017-04,26.16,28.742,617.333333
Congo (Brazzaville),No Measure Value,2017-04,0.509,16.08,200
Colombia,No Measure Value,2017-04,3.794,-73.606,858.429153
Chad,No Measure Value,2017-04,15.981,18.781,77.333333
Brazil,No Measure Value,2017-04,-11.694,-48.978,2538.971567
Argentina,No Measure Value,2017-04,-33.166,-64.31,430.686207
Angola,No Measure Value,2017-04,-12.836,17.808,1661.833333
Algeria,No Measure Value,2017-04,28.6045,2.64,1025.64
United States,No Measure Value,2017-05,40.0792,-98.8164,9185
United Kingdom,No Measure Value,2017-05,52.289,-1.259,952.528287
Sudan,No Measure Value,2017-05,15.739,29.533,97
South Sudan,No Measure Value,2017-05,7.1,30.48,140
Saudi Arabia,No Measure Value,2017-05,24.191,44.32,9880
Papua New Guinea,No Measure Value,2017-05,-5.636,142.798,46.6538
Oman,No Measure Value,2017-05,19.85,56.25,986.8
Norway,No Measure Value,2017-05,61.3701,9.3031,1613
Nigeria,No Measure Value,2017-05,9.3417,7.678,1983.677419
Mexico,No Measure Value,2017-05,22.925,-101.68,2019.774033
Kuwait,No Measure Value,2017-05,29.3169,47.4272,2715
Kazakhstan,No Measure Value,2017-05,48.866,69.772,1707.04
Iraq,No Measure Value,2017-05,33.545,43.278,4417
Iran,No Measure Value,2017-05,33.408,54.0418,3672
Indonesia,No Measure Value,2017-05,-0.739,114.045,764
Ghana,No Measure Value,2017-05,7.258,-1.062,157.580645
Gabon,No Measure Value,2017-05,-0.406,11.914,228
Egypt,No Measure Value,2017-05,26.16,28.742,624.354839
Congo (Brazzaville),No Measure Value,2017-05,0.509,16.08,253.387097
Colombia,No Measure Value,2017-05,3.794,-73.606,852.508404
Chad,No Measure Value,2017-05,15.981,18.781,105.935484
Brazil,No Measure Value,2017-05,-11.694,-48.978,2653.274355
Argentina,No Measure Value,2017-05,-33.166,-64.31,240.851514
Angola,No Measure Value,2017-05,-12.836,17.808,1642.258065
Algeria,No Measure Value,2017-05,28.6045,2.64,1056.180263
United States,No Measure Value,2017-06,40.0792,-98.8164,9110
United Kingdom,No Measure Value,2017-06,52.289,-1.259,940.871861
Sudan,No Measure Value,2017-06,15.739,29.533,94
South Sudan,No Measure Value,2017-06,7.1,30.48,140
Saudi Arabia,No Measure Value,2017-06,24.191,44.32,10070
Papua New Guinea,No Measure Value,2017-06,-5.636,142.798,46.6538
Oman,No Measure Value,2017-06,19.85,56.25,980.02865
Norway,No Measure Value,2017-06,61.3701,9.3031,1556
Nigeria,No Measure Value,2017-06,9.3417,7.678,1836.5
Mexico,No Measure Value,2017-06,22.925,-101.68,2007.83519
Kuwait,No Measure Value,2017-06,29.3169,47.4272,2705
Kazakhstan,No Measure Value,2017-06,48.866,69.772,1741.7
Iraq,No Measure Value,2017-06,33.545,43.278,4582
Iran,No Measure Value,2017-06,33.408,54.0418,3880
Indonesia,No Measure Value,2017-06,-0.739,114.045,760
Ghana,No Measure Value,2017-06,7.258,-1.062,183.333333
Gabon,No Measure Value,2017-06,-0.406,11.914,212.333333
Egypt,No Measure Value,2017-06,26.16,28.742,628
Congo (Brazzaville),No Measure Value,2017-06,0.509,16.08,230.666667
