Day of Date,Header_Exporter,Gas Origin,Header_Importer,Target Country,Interconnection Point,flows_bcm
"December 2, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062938286
"December 3, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06224219
"December 4, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064716476
"December 5, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063401238
"December 6, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.057976476
"December 7, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.058102095
"December 8, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063192
"December 9, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062837714
"December 10, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062254762
"December 11, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064609429
"December 12, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064418952
"December 13, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06199581
"December 14, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062279143
"December 15, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062310286
"December 16, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062963238
"December 17, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064232286
"December 18, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06425619
"December 19, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065599714
"December 20, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063645905
"December 21, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063087048
"December 22, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062886857
"December 23, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06312619
"December 24, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063719619
"December 25, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064963524
"December 26, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06499581
"December 27, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064504667
"December 28, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065019905
"December 29, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065959905
"December 30, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066028571
"December 31, 2021",Exporter,Algeria,Importer,Italy,Entry Mazara,0.056454762
"January 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06583155
"January 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066353802
"January 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064849321
"January 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063854764
"January 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06532369
"January 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063740207
"January 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062852285
"January 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064210631
"January 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06467182
"January 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062501304
"January 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061644677
"January 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062271972
"January 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061726484
"January 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.060566382
"January 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062835507
"January 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063515269
"January 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062519658
"January 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.060578777
"January 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.057201443
"January 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.0568924
"January 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.056920618
"January 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06302884
"January 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064101532
"January 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061182543
"January 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06005901
"January 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.056941159
"January 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062060519
"January 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061387609
"January 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062923456
"January 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065003141
"January 31, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063895321
"February 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063390643
"February 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.059107354
"February 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.059813772
"February 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.060063404
"February 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065554076
"February 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066090911
"February 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065809724
"February 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064212827
"February 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065213465
"February 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065415571
"February 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065498449
"February 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065880257
"February 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066074134
"February 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065169437
"February 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064425664
"February 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063712762
"February 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063076828
"February 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064600288
"February 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064563933
"February 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065617795
"February 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064238913
"February 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064591296
"February 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063693403
"February 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06361052
"February 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063436882
"February 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064397865
"February 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064048479
"February 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06296552
"March 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061287892
"March 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061536334
"March 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061652227
"March 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061750519
"March 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062995693
"March 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064339142
"March 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061278159
"March 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064210663
"March 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064014543
"March 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064448179
"March 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064141493
"March 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064710079
"March 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065849025
"March 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064620946
"March 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064519134
"March 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064036818
"March 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064280391
"March 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063883665
"March 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06489788
"March 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065068803
"March 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063919429
"March 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063520324
"March 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062980869
"March 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063578553
"March 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064650468
"March 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.051174649
"March 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.049837819
"March 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061985569
"March 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062986686
"March 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064007584
"March 31, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06536589
"April 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063924246
"April 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064465095
"April 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064210642
"April 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063407273
"April 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063674299
"April 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064107084
"April 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063704142
"April 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063597317
"April 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06396138
"April 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064411113
"April 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064055905
"April 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063779764
"April 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063364391
"April 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063605905
"April 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064060876
"April 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063179522
"April 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063892198
"April 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063718039
"April 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063329912
"April 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062861255
"April 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063215886
"April 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063204761
"April 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064161579
"April 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063934139
"April 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063726293
"April 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063550332
"April 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063769331
"April 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063696396
"April 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063066773
"April 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064109369
"May 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067799056
"May 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068154194
"May 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068521088
"May 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067707763
"May 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067565811
"May 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069984408
"May 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070701735
"May 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068942768
"May 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.071769448
"May 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.072371357
"May 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.07183984
"May 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.071249795
"May 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.071599019
"May 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070025564
"May 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.07215408
"May 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070973534
"May 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.056171322
"May 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055390218
"May 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.056210094
"May 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070615315
"May 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064733486
"May 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062247547
"May 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063582662
"May 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069411007
"May 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063999199
"May 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063762194
"May 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064102392
"May 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063813596
"May 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064277497
"May 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062105528
"May 31, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061954299
"June 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068605764
"June 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.053961969
"June 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.051108809
"June 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.052252547
"June 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.05220566
"June 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.050858394
"June 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063454554
"June 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064324683
"June 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066721605
"June 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068152702
"June 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068545669
"June 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066734485
"June 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065249093
"June 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064644672
"June 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06408625
"June 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063684161
"June 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065043827
"June 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067836143
"June 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067163273
"June 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.075846638
"June 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.075741971
"June 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068449032
"June 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069964034
"June 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069893468
"June 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069482332
"June 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070858252
"June 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.06675005
"June 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066460485
"June 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068294255
"June 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.074132466
"July 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065362895
"July 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055054092
"July 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055081282
"July 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.065041473
"July 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066086136
"July 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064703927
"July 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066204114
"July 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.069543396
"July 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068088498
"July 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066576119
"July 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.054688995
"July 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067923263
"July 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068086347
"July 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070885972
"July 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.072939362
"July 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.07196604
"July 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061187208
"July 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.070687624
"July 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055750373
"July 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.034385604
"July 21, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.031493299
"July 22, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.031544161
"July 23, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.030693336
"July 24, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.032841415
"July 25, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.033171195
"July 26, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.030750084
"July 27, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.049418067
"July 28, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.05050204
"July 29, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.049342538
"July 30, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.051110673
"July 31, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.053467285
"August 1, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055340876
"August 2, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.063088426
"August 3, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064263794
"August 4, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064357892
"August 5, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066830574
"August 6, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.061728159
"August 7, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.062452669
"August 8, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064509839
"August 9, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067171796
"August 10, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067390803
"August 11, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.067805375
"August 12, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068379538
"August 13, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.05356751
"August 14, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.055827575
"August 15, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.049588571
"August 16, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.064793494
"August 17, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.057508053
"August 18, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.066467497
"August 19, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.068533475
"August 20, 2022",Exporter,Algeria,Importer,Italy,Entry Mazara,0.05632063
