Day of Date,Header_Exporter,Gas Origin,Header_Importer,Target Country,Interconnection Point,flows_bcm
"June 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.052047356
"July 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.055557757
"July 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.059522698
"July 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061974216
"July 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061834278
"July 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061797052
"July 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061779085
"July 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061411995
"July 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06401509
"July 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064542351
"July 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.065883097
"July 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.024107137
"July 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.011849108
"July 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.018230877
"July 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.051447824
"July 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.063585872
"July 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.07316672
"July 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.071432181
"July 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.070524799
"July 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.068262562
"July 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.073297316
"July 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.076341085
"July 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.069320605
"July 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.07281533
"July 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064130155
"July 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.068694794
"July 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06661526
"July 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.069875178
"July 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.077223569
"July 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.07293762
"July 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.080864159
"July 31, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.080519664
"August 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.074173833
"August 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.070426086
"August 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.069655634
"August 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.070683792
"August 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06782271
"August 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.059860792
"August 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.059907275
"August 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062360108
"August 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.057050957
"August 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.058251997
"August 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061643718
"August 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.068897363
"August 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06946435
"August 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.069631821
"August 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.068234014
"August 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.071275796
"August 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.066342391
"August 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.063572945
"August 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.060962346
"August 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.060301592
"August 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.052688692
"August 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.045188788
"August 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.039879908
"August 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.047555919
"August 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.05326498
"August 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.055071286
"August 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062525707
"August 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.058210117
"August 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.029218428
"August 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.041738766
"August 31, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.060631122
"September 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.045574907
"September 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.029309696
"September 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.046316602
"September 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.050652018
"September 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.035269202
"September 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.0273141
"September 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.051131288
"September 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.015140286
"September 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.008699972
"September 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.010606837
"September 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.016946928
"September 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.016049475
"September 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.014619445
"September 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.01705347
"September 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.014082964
"September 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.013373252
"September 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.017738658
"September 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.017448369
"September 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.018356459
"September 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.016523868
"September 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.019861946
"September 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.015908008
"September 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.016087659
"September 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.023666947
"September 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043886008
"September 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.044891902
"September 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.047118893
"September 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.048046787
"September 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.031588027
"September 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.047309374
"October 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.067453265
"October 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.070879125
"October 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.068539083
"October 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061949906
"October 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.063678127
"October 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064013905
"October 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.050784872
"October 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.052234733
"October 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062489591
"October 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061468856
"October 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.063447854
"October 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.05820102
"October 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.048922514
"October 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.058556518
"October 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.065729462
"October 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.072115825
"October 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.059249418
"October 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043848481
"October 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.050715176
"October 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061904085
"October 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064204027
"October 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.066457625
"October 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.066636789
"October 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.067834563
"October 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.056725783
"October 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.054308992
"October 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043824253
"October 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.038852798
"October 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.047851526
"October 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061807129
"October 31, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.048117644
"November 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.049818522
"November 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.053553486
"November 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061497151
"November 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.059904002
"November 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.051139922
"November 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.048690245
"November 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.047387168
"November 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.051077723
"November 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.045938098
"November 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.051510373
"November 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.052082183
"November 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.056890957
"November 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.055476595
"November 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.039924956
"November 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043659476
"November 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043359764
"November 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.043367022
"November 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.05646345
"November 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.054221579
"November 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.052481197
"November 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062819782
"November 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.067113368
"November 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.074126058
"November 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062640111
"November 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.076572655
"November 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.076521493
"November 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.076260104
"November 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.074621894
"November 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.079912403
"November 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.083841658
"December 1, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.083877966
"December 2, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082257405
"December 3, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.080110474
"December 4, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.081325301
"December 5, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.083314127
"December 6, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082070336
"December 7, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082206556
"December 8, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.080552538
"December 9, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082471254
"December 10, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.081648169
"December 11, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.077551358
"December 12, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.074286406
"December 13, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082937497
"December 14, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.082316734
"December 15, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.083183332
"December 16, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.075412713
"December 17, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.071012544
"December 18, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06648435
"December 19, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064324541
"December 20, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.053377011
"December 21, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.066985788
"December 22, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.075284504
"December 23, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064013364
"December 24, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.067693567
"December 25, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.064314153
"December 26, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.062906524
"December 27, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06543939
"December 28, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.061571782
"December 29, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.06172622
"December 30, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.067684735
"December 31, 2022",Exporter,Norway,Importer,United Kingdom,Easington,0.072006588
"January 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075744218
"January 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079247387
"January 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069577093
"January 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.066285684
"January 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077822049
"January 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070669991
"January 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074142679
"January 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076208233
"January 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081823417
"January 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080909236
"January 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074410478
"January 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073190948
"January 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076349049
"January 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080000386
"January 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.083987205
"January 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.084488229
"January 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07761577
"January 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07592747
"January 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.072503651
"January 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077504456
"January 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071752359
"January 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.065874529
"January 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071122926
"January 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.072113825
"January 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.085222538
"January 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074894152
"January 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06057755
"January 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.062350032
"January 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073136375
"January 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.064693638
"January 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063448462
"February 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006237552
"February 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069555253
"February 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076146223
"February 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.076671311
"February 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078130235
"February 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080570063
"February 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077862556
"February 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.074950437
"February 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073140235
"February 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03935968
"February 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068909255
"February 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073707554
"February 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078054597
"February 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073508597
"February 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075668343
"February 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.072469784
"February 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.052144878
"February 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.036624606
"February 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.035849921
"February 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.056212059
"February 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063876087
"February 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.080910523
"February 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078458264
"February 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081317227
"February 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.079685167
"February 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077873304
"February 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.081600233
"February 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.083259008
"March 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.085913209
"March 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.083929798
"March 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.084520302
"March 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075314914
"March 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07781435
"March 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075570533
"March 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.05533107
"March 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068701282
"March 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070274367
"March 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.06128167
"March 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.07720434
"March 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.067580755
"March 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071240306
"March 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068897126
"March 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.067547293
"March 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.057521924
"March 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.054061202
"March 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.058963075
"March 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.053893985
"March 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.056994891
"March 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.068147589
"March 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063792979
"March 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.058807864
"March 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.060935614
"March 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.056441179
"March 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.059231766
"March 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.060660588
"March 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.065220416
"March 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071323904
"March 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069767474
"March 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070625653
"April 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.078324908
"April 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.075450887
"April 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.077982779
"April 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.070672159
"April 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.069502222
"April 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.071307924
"April 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.073724
"April 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.044264143
"April 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.038259545
"April 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063007161
"April 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.066267428
"April 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.049411805
"April 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.063325281
"April 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.051799068
"April 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.053724181
"April 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.036472142
"April 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03649376
"April 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.033922005
"April 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.041389286
"April 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.039413546
"April 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.039213574
"April 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.020180306
"April 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.011224445
"April 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.011576407
"April 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.01590556
"April 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03561834
"April 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.030233616
"April 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.02926078
"April 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.03113578
"April 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.02751602
"May 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.035257603
"May 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.021816624
"May 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.022872784
"May 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.032521882
"May 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.011506188
"May 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.015840437
"May 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.019172849
"May 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.032388263
"May 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.0328926
"May 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0
"May 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.032123368
"May 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.031193815
"May 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.031496793
"May 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.025662685
"May 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.024834452
"May 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.018546272
"May 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.015541574
"May 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.013635247
"May 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006640437
"May 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005646474
"May 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005694312
"May 22, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005472421
"May 23, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00574308
"May 24, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.00561934
"May 25, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006988853
"May 26, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005864355
"May 27, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006260282
"May 28, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005971676
"May 29, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006296861
"May 30, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006180031
"May 31, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005961557
"June 1, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006524675
"June 2, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006447525
"June 3, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006082945
"June 4, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0
"June 5, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006496411
"June 6, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005984686
"June 7, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006195911
"June 8, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.005838967
"June 9, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006276711
"June 10, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006705357
"June 11, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006623235
"June 12, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006514033
"June 13, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.006726604
"June 14, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.014712741
"June 15, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.019902886
"June 16, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007942693
"June 17, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.008713148
"June 18, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.013072273
"June 19, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.009635507
"June 20, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.009380664
"June 21, 2023",Exporter,Norway,Importer,United Kingdom,Easington,0.007638788
